source_concept_code,source_concept_name,source_concept_count,source_vocabulary_id
9000001032290001,Weight (kg),588391,gstt_iclinicalmanager
4000001135101001,Ferritin,577925,gstt_iclinicalmanager
5000001004101001,Triglycerides (total) Level,543705,gstt_iclinicalmanager
1000001090290001,Ultra Filtration Rate,510627,gstt_iclinicalmanager
8000001120101001,HbA1c Level,509208,gstt_iclinicalmanager
7000001103101001,Hepatitis B surface Ag.,509004,gstt_iclinicalmanager
4000001207101001,Aspartate Transaminase Level,493674,gstt_iclinicalmanager
5000001129101001,ESR,492114,gstt_iclinicalmanager
3000001161101001,Creatinine Level Urine,471128,gstt_iclinicalmanager
3000001097101001,Serum Folate,470829,gstt_iclinicalmanager
5000003165101001,Fibrinogen (Clauss),452744,gstt_iclinicalmanager
9000001180101001,Blood Culture,443995,gstt_iclinicalmanager
2001600,OBSERVATION,432674,gstt_iclinicalmanager
3000001070101001,Mid-stream Urine,429647,gstt_iclinicalmanager
3000001032290001,pH (5-9),423866,gstt_iclinicalmanager
8000001083101001,Prothrombin Time INR Warfarin,419427,gstt_iclinicalmanager
3000001060101001,Iron Level,412885,gstt_iclinicalmanager
4000001197101001,Amylase Level,402713,gstt_iclinicalmanager
3000004210101001,COVID-19 Sample  Type,400543,gstt_iclinicalmanager
1000002497101001,HbA1c New Units,400159,gstt_iclinicalmanager
2000001059101001,Lactate Dehydrogenase Level,388320,gstt_iclinicalmanager
4000003216101001,Mid Stream Urine,379376,gstt_iclinicalmanager
2000001122101001,Hepatitis C IgG Abs.,372192,gstt_iclinicalmanager
1000001121101001,HDL Cholesterol Level,371049,gstt_iclinicalmanager
2000001061101001,LDL Cholesterol Level,366396,gstt_iclinicalmanager
1000001326101001,Troponin T,365243,gstt_iclinicalmanager
1000001178101001,Blood Film Morphology,360993,gstt_iclinicalmanager
2000001014101001,Total Iron Binding Capacity,357734,gstt_iclinicalmanager
4000001032290001,Protein,353743,gstt_iclinicalmanager
1000001139101001,Free Thyroxine Level,352518,gstt_iclinicalmanager
4000001164101001,Creatine Kinase Level,345997,gstt_iclinicalmanager
7000001062101001,Transferrin Saturation (%),345758,gstt_iclinicalmanager
8000001083101001,INR for VKA anticoagulant monitoring,343051,gstt_iclinicalmanager
2000004208101001,SARS-CoV-2 RNA,325545,gstt_iclinicalmanager
1000004163101001,Blood  Group.,310494,gstt_iclinicalmanager
5000004151101001,Antibody Report,310442,gstt_iclinicalmanager
3000001083101001,Protein Level Urine,302564,gstt_iclinicalmanager
4000001119101001,Haemoglobinopathy Conclusion,297532,gstt_iclinicalmanager
1000002849101001,Active B12 (Holo TC),293817,gstt_iclinicalmanager
9000001120101001,HbA2 Measurement,285220,gstt_iclinicalmanager
7000001189101001,25 Hydroxy Vitamin D Level,278401,gstt_iclinicalmanager
3000001154101001,Date Required:,275947,gstt_iclinicalmanager
1000001044101001,Number of units requested:,275940,gstt_iclinicalmanager
1000001021290001,Height (cm),271720,gstt_iclinicalmanager
1000001355101001,Surgical Pathology Final Report.,265813,gstt_iclinicalmanager
5000001070101001,PTH,248138,gstt_iclinicalmanager
1000001681101001,Protein Creatinine Ratio Calculated,239234,gstt_iclinicalmanager
2000001082101001,PSA,232848,gstt_iclinicalmanager
8000001031290001,Blood,232662,gstt_iclinicalmanager
1023290001,Oxygen Saturation,222057,gstt_iclinicalmanager
1013101001,Time Required:,221342,gstt_iclinicalmanager
1121101001,HbF Measurement,218639,gstt_iclinicalmanager
3000001114290001,HDF Total Infusion Volume,217939,gstt_iclinicalmanager
3000001003101001,Abdomen - US,216199,gstt_iclinicalmanager
4000002811101001,Periapicals < 5 films - Dental,215773,gstt_iclinicalmanager
8000001095290001,Urea Distribution Volume,214844,gstt_iclinicalmanager
3000001113290001,HDF Type,212424,gstt_iclinicalmanager
5000002256101001,Treponema pallidum Abs.,210312,gstt_iclinicalmanager
7000001003101001,Urate Level,207382,gstt_iclinicalmanager
1000003694101001,Histopathology Request,205836,gstt_iclinicalmanager
7000001029101001,Thrombin Time,190905,gstt_iclinicalmanager
2000001139101001,Free Tri-iodothyronine Level,190051,gstt_iclinicalmanager
8000001030290001,Temperature (36.0-37.4),188452,gstt_iclinicalmanager
1000001294101001,Infection Test Request,171076,gstt_iclinicalmanager
9000001136101001,Tacrolimus Level,168483,gstt_iclinicalmanager
3000001194101001,Albumin Level Urine,166402,gstt_iclinicalmanager
1000001032290001,Leucocytes,164898,gstt_iclinicalmanager
5000001194101001,Albumin Creatinine Ratio Level Urine,164893,gstt_iclinicalmanager
4000002589101001,.MRSA Admission  Screen,162431,gstt_iclinicalmanager
1083101001,Protein Electrophoretic Strip,161656,gstt_iclinicalmanager
4000002758101001,CT Other Hospital.,159220,gstt_iclinicalmanager
4000001035101001,Vitamin B12,156671,gstt_iclinicalmanager
1000001105101001,Hepatitis B Core Ab.,156317,gstt_iclinicalmanager
9000001112101001,Globulin Level,152137,gstt_iclinicalmanager
6000001105101001,Immunoglobulin G Level,151077,gstt_iclinicalmanager
5000001105101001,Immunoglobulin A Level,150904,gstt_iclinicalmanager
8000001188101001,Abdomen plain - X-Ray,150806,gstt_iclinicalmanager
3000001106101001,Immunoglobulin M Level,150505,gstt_iclinicalmanager
2000001051101001,Luteinising Hormone Level,148346,gstt_iclinicalmanager
9000001137101001,Follicle Stimulating Hormone Level,148345,gstt_iclinicalmanager
1000002348101001,Pelvis Gynae  - US (Women's US STH),148063,gstt_iclinicalmanager
1000002200101001,Log Copy Number.....,145044,gstt_iclinicalmanager
2200101001,HIV-1 RNA copies/ml,145043,gstt_iclinicalmanager
5000001534101001,Virology Statistics,144257,gstt_iclinicalmanager
1000003582101001,Non-HDL Cholesterol Level,142582,gstt_iclinicalmanager
2000001109101001,Int  :,139992,gstt_iclinicalmanager
6000001213101001,Brain - CT,138452,gstt_iclinicalmanager
6000001209101001,Serum BHCG.,135270,gstt_iclinicalmanager
1044101001,Nucleated Red Blood Cells,133882,gstt_iclinicalmanager
1000002060101001,DPT Teeth and Jaws - Dental,132090,gstt_iclinicalmanager
3000001174101001,CD3 Lymphocytes,130598,gstt_iclinicalmanager
4000001174101001,CD3 Lymphocytes %,130597,gstt_iclinicalmanager
8000001171101001,CD8 Lymphocytes %,130596,gstt_iclinicalmanager
7000001171101001,CD8 Lymphocytes,130596,gstt_iclinicalmanager
5000001170101001,CD4 Lymphocytes,130596,gstt_iclinicalmanager
6000001170101001,CD4 Lymphocytes %,130596,gstt_iclinicalmanager
8000001170101001,CD4-CD8 Ratio,130229,gstt_iclinicalmanager
6000001091101001,Reticulocyte Count,129794,gstt_iclinicalmanager
3000002760101001,X-Ray Other Hospital,129110,gstt_iclinicalmanager
1000001205101001,APTT ratio for UF Heparin monitoring,128191,gstt_iclinicalmanager
2000001561101001,Total Lymphocytes.,127117,gstt_iclinicalmanager
7000001213101001,Brain - MRI,126310,gstt_iclinicalmanager
4000001093101001,Rubella Antibodies.,126179,gstt_iclinicalmanager
2000003102101001,POCT Ketone Meter,126051,gstt_iclinicalmanager
1000001205101001,APTT Heparin,118825,gstt_iclinicalmanager
1175101001,Chest - Mobile - X-Ray,118002,gstt_iclinicalmanager
4000001161101001,Cortisol Level,117907,gstt_iclinicalmanager
2000001080101001,Pregnancy Ref Range Warning,117393,gstt_iclinicalmanager
8000001249101001,WBC..,117026,gstt_iclinicalmanager
9000001077101001,PLT.,116764,gstt_iclinicalmanager
6000001154101001,D-Dimers,114858,gstt_iclinicalmanager
8000002725101001,Chest & abdo & pelvis with contrast - CT,113133,gstt_iclinicalmanager
6000001020101001,Sputum for MC & S,111322,gstt_iclinicalmanager
1000001028101001,Testosterone Level,111094,gstt_iclinicalmanager
2000001338101001,Complement C4,108614,gstt_iclinicalmanager
1000001338101001,Complement C3,108395,gstt_iclinicalmanager
7000001041101001,Oestradiol Level,105259,gstt_iclinicalmanager
3000001101101001,High Vaginal Swab,102554,gstt_iclinicalmanager
1000003302101001,Hep2 Anti Nuclear Antibody,102457,gstt_iclinicalmanager
2760101001,MRI Other Hospital,100536,gstt_iclinicalmanager
6000001054101001,"MRSA Screen - Nose, Axilla & Groin",99502,gstt_iclinicalmanager
9000001123101001,Hip & spine bone density scan - N Med,98743,gstt_iclinicalmanager
5000001257101001,Pregnancy Ref Range Warning.,93678,gstt_iclinicalmanager
9000001099101001,IgG Anticardiolipin Antibodies,90111,gstt_iclinicalmanager
2000001100101001,IgM Anticardiolipin Antibodies,90078,gstt_iclinicalmanager
1000002084101001,Time of Sample,90010,gstt_iclinicalmanager
3000001196101001,Alpha Foetoprotein Level,88652,gstt_iclinicalmanager
1000001322101001,Int E2:,88311,gstt_iclinicalmanager
1000001093290001,Urea Reduction Ratio,87594,gstt_iclinicalmanager
5000001158101001,DRVVT,87499,gstt_iclinicalmanager
3000001872101001,NT-proBNP,86176,gstt_iclinicalmanager
1072101001,Pelvis AP - X-Ray,85627,gstt_iclinicalmanager
9000002315101001,Gastroscopy (OGD),84831,gstt_iclinicalmanager
1000004271101001,LFD Control Line,83899,gstt_iclinicalmanager
1081101001,Prolactin Level,82762,gstt_iclinicalmanager
3000001007101001,Tyrosine Blood Spot Monitoring,82374,gstt_iclinicalmanager
6000001074101001,Phenylalanine Blood Spot Monitoring,82373,gstt_iclinicalmanager
5000001355101001,Non-Gynae Cytology Final Report,82236,gstt_iclinicalmanager
2000004208101001,COVID-19 Outpatient Screening PCR,82232,gstt_iclinicalmanager
1000001504101001,Dilute APTT,82210,gstt_iclinicalmanager
4000002756101001,Obstetric foetal growth - US,82203,gstt_iclinicalmanager
1000001250101001,Neuts.,82072,gstt_iclinicalmanager
4000001105101001,Hepatitis B surface Ab-mIU/ml,79223,gstt_iclinicalmanager
3000002084101001,Vancomycin Level.,78951,gstt_iclinicalmanager
2000001142101001,General HepB Vaccine Policy,78885,gstt_iclinicalmanager
1000001593101001,Methylmalonic Acid,78093,gstt_iclinicalmanager
2000002084101001,Gentamicin Level.,76838,gstt_iclinicalmanager
8000001151101001,Cyclosporin A Level,76724,gstt_iclinicalmanager
7000002754101001,Kidney Both - US,76569,gstt_iclinicalmanager
8000001184101001,Carcinoembryonic Antigen Level,76066,gstt_iclinicalmanager
2000004271101001,POCT LFD COVID-19 Result,75670,gstt_iclinicalmanager
9000001031290001,Glucose,75155,gstt_iclinicalmanager
1000002589101001,.MRSA Pre Admission Screen,74822,gstt_iclinicalmanager
3000001138101001,Foot right - X-Ray,74717,gstt_iclinicalmanager
2000002955101001,PET Injection,73449,gstt_iclinicalmanager
9000001181101001,CA-125 Level,72491,gstt_iclinicalmanager
6000002756101001,Obstetric foetal anatomy scan - US,72039,gstt_iclinicalmanager
8000001083101001,INR for Warfarin / VKA monitoring,71894,gstt_iclinicalmanager
6000001082101001,Progesterone Level,71723,gstt_iclinicalmanager
2000001138101001,Foot left - X-Ray,71246,gstt_iclinicalmanager
7000004163101001,Ward Unit Summary,70684,gstt_iclinicalmanager
2000001058101001,Knee right - X-Ray,70596,gstt_iclinicalmanager
3000002315101001,Colonoscopy,70404,gstt_iclinicalmanager
6000004163101001,Ward Issue Summary,69924,gstt_iclinicalmanager
4000001065101001,Lumbar spine - X-Ray,69465,gstt_iclinicalmanager
2000001353101001,Smooth Muscle Antibody,69310,gstt_iclinicalmanager
2000001406101001,Mitochondrial Antibody,69077,gstt_iclinicalmanager
6000001120101001,HB.,66885,gstt_iclinicalmanager
2000001063101001,Line Tip,66857,gstt_iclinicalmanager
2000002345101001,MRSA Screen -  (in-patient),66666,gstt_iclinicalmanager
9000001136101001,FK506 Level,66146,gstt_iclinicalmanager
1058101001,Knee left - X-Ray,65824,gstt_iclinicalmanager
1000001182101001,CA-199 Level,65169,gstt_iclinicalmanager
2000001199101001,Ankle right - X-Ray,64293,gstt_iclinicalmanager
1000002540101001,Procalcitonin Level,64185,gstt_iclinicalmanager
1000003458101001,Gram Negative Resistance Screen - Rectal,63778,gstt_iclinicalmanager
2000001669101001,St John's Histology Report,62212,gstt_iclinicalmanager
1000001796101001,CMV DNA,62210,gstt_iclinicalmanager
3000001030101001,Urinary tract - US,61963,gstt_iclinicalmanager
3000003337101001,Anti dsDNA Antibodies,61674,gstt_iclinicalmanager
3000002447101001,Influenza A RNA,61073,gstt_iclinicalmanager
5000002447101001,Parainfluenza RNA,61072,gstt_iclinicalmanager
9000002447101001,Enterovirus/ Rhinovirus RNA,61072,gstt_iclinicalmanager
4000002447101001,Influenza B RNA,61072,gstt_iclinicalmanager
7000002447101001,Human Metapneumovirus RNA,61072,gstt_iclinicalmanager
2448101001,Adenovirus DNA.,61071,gstt_iclinicalmanager
6000002447101001,Respiratory Syncytial Virus RNA,61071,gstt_iclinicalmanager
2000001347101001,Sample for Virus Detection or Storage.,60171,gstt_iclinicalmanager
1000001199101001,Ankle left - X-Ray,60129,gstt_iclinicalmanager
4000001211101001,Bilateral mammograms,59401,gstt_iclinicalmanager
1119101001,Haemoglobin Fraction Assay,58067,gstt_iclinicalmanager
1000002873101001,NM Injection,56492,gstt_iclinicalmanager
3000001429101001,Gastric Parietal Cell Ab.,56099,gstt_iclinicalmanager
2000001172101001,Catheter Urine,55998,gstt_iclinicalmanager
1000001586101001,Crithidia DNA IFL,55206,gstt_iclinicalmanager
8000001201101001,Antibody Screen.,54596,gstt_iclinicalmanager
9000002952101001,NM Halfbody FDG PET CT,53593,gstt_iclinicalmanager
3000001028290001,Respirations (9-24),53364,gstt_iclinicalmanager
1000003710101001,St John's Histology Request,53243,gstt_iclinicalmanager
1069101001,Metamyelocytes,53200,gstt_iclinicalmanager
5000001318101001,Liver/Kidney Microsomal Antibodies.,52781,gstt_iclinicalmanager
3000003389101001,Allergen Sensitivities,52067,gstt_iclinicalmanager
4000001047101001,Paraprotein Quantitation,52021,gstt_iclinicalmanager
7000002750101001,Bitewing - Dental,51901,gstt_iclinicalmanager
1134101001,Faeces for Culture,51686,gstt_iclinicalmanager
2000001065101001,Lumbar spine - MRI,51150,gstt_iclinicalmanager
1000001449101001,Neutrophil Cyto Ab,51000,gstt_iclinicalmanager
2000002996101001,Assay Version Comment,50278,gstt_iclinicalmanager
1000001883101001,MRSA Screen (Inpatient),50155,gstt_iclinicalmanager
6000004161101001,Supplementary Information,49775,gstt_iclinicalmanager
6000002724101001,Abdomen & pelvis with contrast - CT,49173,gstt_iclinicalmanager
2000001071101001,PCV.,48366,gstt_iclinicalmanager
3000001050101001,Neutrophils.,48366,gstt_iclinicalmanager
6000001067101001,MCH.,48364,gstt_iclinicalmanager
7000001067101001,MCHC.,48363,gstt_iclinicalmanager
9000001067101001,MCV.,48363,gstt_iclinicalmanager
1054101001,Monocytes.,48361,gstt_iclinicalmanager
5000001209101001,Basophils.,48359,gstt_iclinicalmanager
3000001144101001,Eosinophils.,48358,gstt_iclinicalmanager
1000001188101001,Ab Screen Confirmation,48002,gstt_iclinicalmanager
9000001174101001,Chest - CT,47985,gstt_iclinicalmanager
2000002084101001,Gentamycin Level.,47699,gstt_iclinicalmanager
1000004189101001,SARS-CoV-2 RNA.,47662,gstt_iclinicalmanager
1000001120101001,Hand right - X-Ray,47361,gstt_iclinicalmanager
1000001091101001,Resistance Screen Throat and Rectal,46630,gstt_iclinicalmanager
5000001027101001,Testes - US (specify side),46476,gstt_iclinicalmanager
3000001257101001,Source,46367,gstt_iclinicalmanager
1000003202101001,XDOH,46353,gstt_iclinicalmanager
1000002718101001,Faeces for C. difficile Test,46146,gstt_iclinicalmanager
7000001047101001,Myelocytes,46137,gstt_iclinicalmanager
4000001850101001,Serum Lamda Light Chains,45606,gstt_iclinicalmanager
2000001850101001,Serum Kappa Light Chains,45606,gstt_iclinicalmanager
5000001850101001,Kappa Lamda Ratio,45597,gstt_iclinicalmanager
1000002966101001,Cardiovascular Adult - MRI,45346,gstt_iclinicalmanager
6000001122101001,Hep2 Anti Nuclear Antibody,45343,gstt_iclinicalmanager
6000001098101001,Shoulder right - X-Ray,45223,gstt_iclinicalmanager
9000003354101001,Rheumatoid Factor,44847,gstt_iclinicalmanager
1000003441101001,USOH1,44306,gstt_iclinicalmanager
8000001039101001,Wrist left - X-Ray,44304,gstt_iclinicalmanager
3000003216101001,Catheter Specimen of Urine.,44204,gstt_iclinicalmanager
2000001202101001,Anti-nuclear Antibody,43594,gstt_iclinicalmanager
1040101001,Wrist right - X-Ray,42413,gstt_iclinicalmanager
3000001086101001,RBC.,42395,gstt_iclinicalmanager
6000001038101001,WBC.,42392,gstt_iclinicalmanager
3000001119101001,Haemoglobin.,42390,gstt_iclinicalmanager
2000001052101001,Lymphocytes.,42389,gstt_iclinicalmanager
1000001867101001,Platelet Count.,42364,gstt_iclinicalmanager
4000001503101001,Serum IgE Level,42165,gstt_iclinicalmanager
2000004023101001,Paediatric Echocardiography EvZ Scores,42004,gstt_iclinicalmanager
9000001207101001,B Lymphocyte %,41552,gstt_iclinicalmanager
1208101001,B Lymphocytes,41552,gstt_iclinicalmanager
1000001715101001,Whole Spine - MRI,41183,gstt_iclinicalmanager
1000002328101001,Respiratory Function Test Form,40919,gstt_iclinicalmanager
7000001150101001,EB virus IgG,40709,gstt_iclinicalmanager
8000001150101001,EB virus IgM,40707,gstt_iclinicalmanager
2000001067101001,Mass - US,40195,gstt_iclinicalmanager
5000001176101001,Cervical spine - X-Ray,40143,gstt_iclinicalmanager
7000003335101001,Tissue Transglutaminase Abs,39890,gstt_iclinicalmanager
9000001087101001,Renal - US,39734,gstt_iclinicalmanager
4000001098101001,Shoulder left - X-Ray,39602,gstt_iclinicalmanager
8000001048101001,Natural Killer Lymphocyte %,39181,gstt_iclinicalmanager
9000001048101001,Natural Killer Lymphocytes,39171,gstt_iclinicalmanager
5000001155101001,Cytomegalovirus IgG Abs.,38938,gstt_iclinicalmanager
8000001058101001,KUB - CT,38904,gstt_iclinicalmanager
3000002425101001,HLA Antibody Screen,38830,gstt_iclinicalmanager
4000004261101001,Pneumocystis jirovecii DNA.,38177,gstt_iclinicalmanager
3000003694101001,Non-Gynae Cytology Request,38113,gstt_iclinicalmanager
8000001214101001,Breast Left - US,37959,gstt_iclinicalmanager
3000004260101001,Influenza B RNA.,37856,gstt_iclinicalmanager
2000004261101001,Chlamydophila pneumoniae DNA.,37856,gstt_iclinicalmanager
4000004256101001,Parechovirus RNA,37856,gstt_iclinicalmanager
4000004260101001,Respiratory Syncytial Virus RNA.,37856,gstt_iclinicalmanager
6000004260101001,Parainfluenza RNA.,37856,gstt_iclinicalmanager
7000004256101001,Influenza A subtype,37856,gstt_iclinicalmanager
5000004260101001,Human Metapneumovirus RNA.,37856,gstt_iclinicalmanager
3000004261101001,Chlamydophila psittaci/abortus.,37856,gstt_iclinicalmanager
8000004260101001,Adenovirus  DNA,37856,gstt_iclinicalmanager
1000004260101001,Sample Type - RESP Panel,37856,gstt_iclinicalmanager
2000004260101001,Influenza A RNA.,37856,gstt_iclinicalmanager
9000004260101001,Bordetella pertussis DNA.,37856,gstt_iclinicalmanager
8000004256101001,Legionella DNA,37856,gstt_iclinicalmanager
5000004256101001,Enterovirus RNA,37856,gstt_iclinicalmanager
6000004256101001,Seasonal Coronavirus RNA,37856,gstt_iclinicalmanager
7000004260101001,Enterovirus/ Rhinovirus RNA.,37856,gstt_iclinicalmanager
1000004261101001,Mycoplasma pneumoniae DNA.,37856,gstt_iclinicalmanager
1000001629101001,Cervical Cytopathology,37822,gstt_iclinicalmanager
1000002345101001,MRSA Screen -  (out-patient),37796,gstt_iclinicalmanager
1000003410101001,Heparin Sodium (UF Heparin),37484,gstt_iclinicalmanager
6000004360101001,Transferrin Level,37220,gstt_iclinicalmanager
8000002447101001,Coronavirus RNA,37170,gstt_iclinicalmanager
2000002447101001,Sample Type,37131,gstt_iclinicalmanager
1000002484101001,Human Bocavirus DNA,36789,gstt_iclinicalmanager
4000001019101001,Sodium Level Urine,36653,gstt_iclinicalmanager
5000001212101001,Bone scan - N Med,36646,gstt_iclinicalmanager
8000004360101001,Transferrin Saturation (%).,36593,gstt_iclinicalmanager
2000003706101001,Chest NG Tube Placement -  X-Ray,36460,gstt_iclinicalmanager
9000001204101001,APTT 50/50 Correction,36386,gstt_iclinicalmanager
1000003392101001,Anti-Thyroglobulin Abs.,36198,gstt_iclinicalmanager
3392101001,Anti-TPO Antibodies,36180,gstt_iclinicalmanager
1032290001,Ketones,36059,gstt_iclinicalmanager
3000001470101001,Unprocessed Group  & Antibody Screen,36012,gstt_iclinicalmanager
1000003458101001,Gram Negative Resistance Screen,35886,gstt_iclinicalmanager
2000002590101001,.MRSA Routine - other site/specimen,35842,gstt_iclinicalmanager
4000001036101001,Volume,35714,gstt_iclinicalmanager
2000002073101001,Periapicals < 7 films - Dental,35287,gstt_iclinicalmanager
7000001025101001,Treponemal Antibody (EIA),35240,gstt_iclinicalmanager
8000002647101001,Mobile image intensifier Lumbar Spine - Th,35196,gstt_iclinicalmanager
9000001214101001,Breast Right - US,34536,gstt_iclinicalmanager
2000001156101001,.DAGT Blood Bank,34159,gstt_iclinicalmanager
6000001090101001,Reptilase Time,34062,gstt_iclinicalmanager
4000001124101001,Hip right - X-Ray,34018,gstt_iclinicalmanager
5000001169101001,Conjugated Bilirubin Level,33866,gstt_iclinicalmanager
5000001040101001,Zinc Level,33793,gstt_iclinicalmanager
1098101001,Sex Hormone Binding Globulin Level,33756,gstt_iclinicalmanager
2000001093101001,RPR Titre,33412,gstt_iclinicalmanager
2000001013101001,Tissue - Other (MC&S),33192,gstt_iclinicalmanager
2000002474101001,EMG Request,33189,gstt_iclinicalmanager
3000001039101001,Whole spine - X-Ray,32969,gstt_iclinicalmanager
6000001135101001,Derived Fibrinogen Screen,32534,gstt_iclinicalmanager
2000001554101001,Pulmonary angiogram - CT,32523,gstt_iclinicalmanager
2000003914101001,ENA Identity .,32034,gstt_iclinicalmanager
1094101001,Sample for Respiratory Virus Screen,31953,gstt_iclinicalmanager
1250101001,Wound Swab (please state site),31929,gstt_iclinicalmanager
6000001426290001,Calf Circumference,31862,gstt_iclinicalmanager
9000001426290001,Half Length,31849,gstt_iclinicalmanager
2000001108101001,Insulin Like Growth Factor 1 Level,31688,gstt_iclinicalmanager
1000001093101001,RPR,31674,gstt_iclinicalmanager
1120101001,Hand left - X-Ray,31667,gstt_iclinicalmanager
5000001109101001,Internal Auditory Canal - MRI,31615,gstt_iclinicalmanager
7000001058101001,Knees both - X-Ray,31254,gstt_iclinicalmanager
4000001796101001,Log copy number.,31236,gstt_iclinicalmanager
3000001796101001,CMV Load Copies/ml whole blood,31236,gstt_iclinicalmanager
4000001470101001,Unprocessed Group & Antibody   Screen,31180,gstt_iclinicalmanager
3000002961101001,CMV Load IU/mL Whole Blood,30974,gstt_iclinicalmanager
2000002961101001,CMV load log value,30974,gstt_iclinicalmanager
3000001479101001,"Chest, Abdomen & Pelvis - CT",30958,gstt_iclinicalmanager
2000001242101001,Varicella-zoster IgG,30699,gstt_iclinicalmanager
